COHORTE,CAMPUS,FACULTAD,CARRERA,DOMICILIO_CIUDAD,DOMICILIO_COMUNA,DOMICILIO_PROVINCIA,DOMICILIO_REGION_D,GRUPO_ANHO_EGRESO,UNIDAD_EDUCATIVA,DEPENDENCIA,TIPO_EDUCACION,POSICION_LISTA_POST,GRUPO_ED_PADRES,SEXO,COMUNA_COLEGIO,REGION_COLEGIO,1RA_PREFERENCIA,PTJE_LENGUAJE,PTJE_MATEMATICAS,PTJE_NEM,FINANCIAMIENTO,GRATUIDAD,TRABAJA_Y_ESTUDIA,HIJOS,DISCAPACIDAD,SITUACION_DE_POSTULACION,CERCANIA,DESERTA_1ER_ANHO,AMBAS_PRUEBAS,MAX_PTJE,EDAD_EGRESO_COLEGIO,EDAD_INGRESO_UNIV
2018,TALCA,FACULTAD DE ECONOMIA Y NEGOCIOS,AUDITORIA E INGENIERIA EN CONTROL DE GESTION-TALCA,CURICO,SAGRADA FAMILIA,CURICO,REGION DEL MAULE,ANOS ANTERIORES,1,PARTICULAR SUBVENCIONADO,TECNICO PROFESIONAL,45,NINGUNO PROFESIONAL,MUJER,CURICO,7,1,516,543,709,SI,SI,Si,Si,No,SELECCIONADO,LEJOS,0,0,MATEMATICAS,18,20
2018,TALCA,FACULTAD DE ECONOMIA Y NEGOCIOS,AUDITORIA E INGENIERIA EN CONTROL DE GESTION-TALCA,TALCA,SAN RAFAEL,TALCA,REGION DEL MAULE,ANOS ANTERIORES,1,MUNICIPAL,CIENTIFICO HUMANISTA,59,NINGUNO PROFESIONAL,MUJER,TALCA,7,1,537,623,616,SI,SI,No,No,No,SELECCIONADO,CERCA,0,0,MATEMATICAS,18,20
2018,TALCA,FACULTAD DE ECONOMIA Y NEGOCIOS,AUDITORIA E INGENIERIA EN CONTROL DE GESTION-TALCA,TALCA,SAN RAFAEL,TALCA,REGION DEL MAULE,ANOS ANTERIORES,1,MUNICIPAL,CIENTIFICO HUMANISTA,37,NINGUNO PROFESIONAL,MUJER,TALCA,7,1,612,601,651,SI,SI,Si,No,No,SELECCIONADO,CERCA,0,1,HISTORIA,18,20
2018,TALCA,FACULTAD DE ECONOMIA Y NEGOCIOS,AUDITORIA E INGENIERIA EN CONTROL DE GESTION-TALCA,TALCA,TALCA,TALCA,REGION DEL MAULE,ANOS ANTERIORES,1,PARTICULAR SUBVENCIONADO,CIENTIFICO HUMANISTA,63,NINGUNO PROFESIONAL,HOMBRE,TALCA,7,1,549,602,620,SI,NO,No,No,No,SELECCIONADO,CERCA,0,0,MATEMATICAS,18,20
2018,TALCA,FACULTAD DE ECONOMIA Y NEGOCIOS,AUDITORIA E INGENIERIA EN CONTROL DE GESTION-TALCA,TALCA,TALCA,TALCA,REGION DEL MAULE,ANOS ANTERIORES,1,MUNICIPAL,CIENTIFICO HUMANISTA,57,NINGUNO PROFESIONAL,MUJER,TALCA,7,1,674,586,599,SI,SI,No,No,No,SELECCIONADO,CERCA,0,0,LENGUAJE,18,20
2018,TALCA,FACULTAD DE ECONOMIA Y NEGOCIOS,AUDITORIA E INGENIERIA EN CONTROL DE GESTION-TALCA,TALCA,TALCA,TALCA,REGION DEL MAULE,ANOS ANTERIORES,1,MUNICIPAL,CIENTIFICO HUMANISTA,29,AMBOS PROFESIONALES,MUJER,TALCA,7,1,573,627,657,NO,NO,No,No,No,SELECCIONADO,CERCA,0,0,MATEMATICAS,18,20
2018,TALCA,FACULTAD DE ECONOMIA Y NEGOCIOS,AUDITORIA E INGENIERIA EN CONTROL DE GESTION-TALCA,CURICO,CURICO,CURICO,REGION DEL MAULE,ANOS ANTERIORES,1,MUNICIPAL,CIENTIFICO HUMANISTA,80,NINGUNO PROFESIONAL,MUJER,CURICO,7,1,573,623,575,SI,SI,No,No,No,LISTA DE ESPERA,LEJOS,0,0,MATEMATICAS,18,20
2018,TALCA,FACULTAD DE ECONOMIA Y NEGOCIOS,AUDITORIA E INGENIERIA EN CONTROL DE GESTION-TALCA,RANCAGUA,REQUINOA,CACHAPOAL,REGION DEL LIBERTADOR BERNARDO OHIGGINS,ANOS ANTERIORES,1,MUNICIPAL,TECNICO PROFESIONAL,22,NINGUNO PROFESIONAL,MUJER,RANCAGUA,6,1,711,578,662,SI,NO,No,No,No,SELECCIONADO,LEJOS,0,0,LENGUAJE,18,20
2018,TALCA,FACULTAD DE ECONOMIA Y NEGOCIOS,AUDITORIA E INGENIERIA EN CONTROL DE GESTION-TALCA,TALCA,TALCA,TALCA,REGION DEL MAULE,ANOS ANTERIORES,1,MUNICIPAL,CIENTIFICO HUMANISTA,67,NINGUNO PROFESIONAL,MUJER,TALCA,7,1,620,570,605,NO,NO,No,No,No,SELECCIONADO,CERCA,0,1,LENGUAJE,17,19
2018,TALCA,FACULTAD DE ECONOMIA Y NEGOCIOS,AUDITORIA E INGENIERIA EN CONTROL DE GESTION-TALCA,VALLENAR,VALLENAR,HUASCO,REGION DE ATACAMA,ANOS ANTERIORES,1,MUNICIPAL,CIENTIFICO HUMANISTA,17,NINGUNO PROFESIONAL,MUJER,VALLENAR,3,1,473,568,740,NO,NO,No,No,No,SELECCIONADO,LEJOS,0,0,MATEMATICAS,18,20
2018,TALCA,FACULTAD DE ECONOMIA Y NEGOCIOS,AUDITORIA E INGENIERIA EN CONTROL DE GESTION-TALCA,TALCA,MAULE,TALCA,REGION DEL MAULE,ANOS ANTERIORES,4,PARTICULAR SUBVENCIONADO,TECNICO PROFESIONAL,19,NINGUNO PROFESIONAL,MUJER,TALCA,7,1,516,572,688,SI,SI,Si,No,No,SELECCIONADO,CERCA,0,1,MATEMATICAS,18,20
2018,TALCA,FACULTAD DE ECONOMIA Y NEGOCIOS,AUDITORIA E INGENIERIA EN CONTROL DE GESTION-TALCA,TALCA,TALCA,TALCA,REGION DEL MAULE,ANOS ANTERIORES,1,PARTICULAR SUBVENCIONADO,CIENTIFICO HUMANISTA,5,NINGUNO PROFESIONAL,MUJER,TALCA,7,1,663,644,692,SI,SI,No,No,No,SELECCIONADO,CERCA,0,0,LENGUAJE,17,19
2018,TALCA,FACULTAD DE ECONOMIA Y NEGOCIOS,AUDITORIA E INGENIERIA EN CONTROL DE GESTION-TALCA,TALCA,TALCA,TALCA,REGION DEL MAULE,ANOS ANTERIORES,3,MUNICIPAL,TECNICO PROFESIONAL,32,NINGUNO PROFESIONAL,MUJER,TALCA,7,1,494,550,719,SI,NO,No,No,No,SELECCIONADO,CERCA,0,1,MATEMATICAS,17,19
2018,TALCA,FACULTAD DE ECONOMIA Y NEGOCIOS,AUDITORIA E INGENIERIA EN CONTROL DE GESTION-TALCA,YUMBEL,YUMBEL,CONCEPCION,REGION DEL BIOBIO,ANOS ANTERIORES,1,PARTICULAR SUBVENCIONADO,CIENTIFICO HUMANISTA,34,NINGUNO PROFESIONAL,MUJER,YUMBEL,8,1,556,543,688,NO,NO,Si,No,No,SELECCIONADO,LEJOS,1,0,HISTORIA,17,19
2018,TALCA,FACULTAD DE ECONOMIA Y NEGOCIOS,AUDITORIA E INGENIERIA EN CONTROL DE GESTION-TALCA,TALCA,TALCA,TALCA,REGION DEL MAULE,ANOS ANTERIORES,1,PARTICULAR SUBVENCIONADO,CIENTIFICO HUMANISTA,71,NINGUNO PROFESIONAL,MUJER,TALCA,7,0,530,544,647,SI,SI,No,No,No,SELECCIONADO,CERCA,0,1,MATEMATICAS,17,19
2018,TALCA,FACULTAD DE ECONOMIA Y NEGOCIOS,AUDITORIA E INGENIERIA EN CONTROL DE GESTION-TALCA,LONGAVI,LONGAVI,CAUQUENES,REGION DEL MAULE,ANOS ANTERIORES,1,PARTICULAR SUBVENCIONADO,CIENTIFICO HUMANISTA,38,NINGUNO PROFESIONAL,MUJER,LINARES,7,1,603,543,678,SI,SI,No,No,No,SELECCIONADO,LEJOS,0,0,HISTORIA,17,19
2018,TALCA,FACULTAD DE ECONOMIA Y NEGOCIOS,INGENIERIA COMERCIAL,TALCA,CUREPTO,TALCA,REGION DEL MAULE,ANOS ANTERIORES,1,PARTICULAR PAGADO,CIENTIFICO HUMANISTA,144,ALGUNO PROFESIONAL,MUJER,TALCA,7,1,544,591,605,NO,NO,No,No,No,SELECCIONADO,CERCA,0,1,MATEMATICAS,18,20
2018,TALCA,FACULTAD DE ECONOMIA Y NEGOCIOS,INGENIERIA COMERCIAL,CONSTITUCION,CONSTITUCION,TALCA,REGION DEL MAULE,ANOS ANTERIORES,1,MUNICIPAL,CIENTIFICO HUMANISTA,98,NINGUNO PROFESIONAL,HOMBRE,CONSTITUCION,7,1,510,551,651,SI,SI,No,No,No,SELECCIONADO,LEJOS,0,0,HISTORIA,18,20
2018,TALCA,FACULTAD DE ECONOMIA Y NEGOCIOS,INGENIERIA COMERCIAL,CURICO,MOLINA,CURICO,REGION DEL MAULE,ANOS ANTERIORES,2,PARTICULAR SUBVENCIONADO,TECNICO PROFESIONAL,137,NINGUNO PROFESIONAL,HOMBRE,CURICO,7,1,544,591,597,NO,NO,Si,No,No,SELECCIONADO,LEJOS,0,1,MATEMATICAS,18,20
2018,TALCA,FACULTAD DE ECONOMIA Y NEGOCIOS,INGENIERIA COMERCIAL,CURICO,SAGRADA FAMILIA,CURICO,REGION DEL MAULE,ANOS ANTERIORES,2,PARTICULAR SUBVENCIONADO,TECNICO PROFESIONAL,73,ALGUNO PROFESIONAL,HOMBRE,CURICO,7,1,530,596,678,SI,NO,No,No,No,SELECCIONADO,LEJOS,0,1,MATEMATICAS,18,20
2018,TALCA,FACULTAD DE ECONOMIA Y NEGOCIOS,INGENIERIA COMERCIAL,TALCA,TALCA,TALCA,REGION DEL MAULE,ANOS ANTERIORES,1,PARTICULAR SUBVENCIONADO,CIENTIFICO HUMANISTA,105,ALGUNO PROFESIONAL,HOMBRE,TALCA,7,1,604,596,616,SI,SI,No,No,No,SELECCIONADO,CERCA,0,1,LENGUAJE,18,20
2018,TALCA,FACULTAD DE ECONOMIA Y NEGOCIOS,INGENIERIA COMERCIAL,TALCA,TALCA,TALCA,REGION DEL MAULE,ANOS ANTERIORES,3,PARTICULAR SUBVENCIONADO,CIENTIFICO HUMANISTA,113,NINGUNO PROFESIONAL,HOMBRE,TALCA,7,0,697,550,589,SI,SI,No,No,No,SELECCIONADO,CERCA,0,1,HISTORIA,18,20
2018,TALCA,FACULTAD DE ECONOMIA Y NEGOCIOS,INGENIERIA COMERCIAL,SAN FERNANDO,SAN FERNANDO,CARDENAL CARO,REGION DEL LIBERTADOR BERNARDO OHIGGINS,ANOS ANTERIORES,1,PARTICULAR SUBVENCIONADO,CIENTIFICO HUMANISTA,28,NINGUNO PROFESIONAL,HOMBRE,SAN FERNANDO,6,1,628,664,682,SI,SI,No,No,No,SELECCIONADO,LEJOS,0,0,MATEMATICAS,18,20
2018,TALCA,FACULTAD DE ECONOMIA Y NEGOCIOS,INGENIERIA COMERCIAL,LINARES,LINARES,CAUQUENES,REGION DEL MAULE,ANOS ANTERIORES,1,MUNICIPAL,CIENTIFICO HUMANISTA,167,NINGUNO PROFESIONAL,HOMBRE,LINARES,7,1,604,627,513,SI,SI,Si,No,No,LISTA DE ESPERA,LEJOS,0,1,HISTORIA,18,20
2018,TALCA,FACULTAD DE ECONOMIA Y NEGOCIOS,INGENIERIA COMERCIAL,LINARES,LINARES,CAUQUENES,REGION DEL MAULE,ANOS ANTERIORES,1,PARTICULAR SUBVENCIONADO,CIENTIFICO HUMANISTA,134,AMBOS PROFESIONALES,HOMBRE,LINARES,7,0,646,544,579,NO,NO,No,No,No,SELECCIONADO,LEJOS,1,0,HISTORIA,18,20
2018,TALCA,FACULTAD DE ECONOMIA Y NEGOCIOS,INGENIERIA COMERCIAL,LINARES,LINARES,CAUQUENES,REGION DEL MAULE,ANOS ANTERIORES,1,MUNICIPAL,CIENTIFICO HUMANISTA,67,NINGUNO PROFESIONAL,HOMBRE,LINARES,7,1,544,698,626,SI,SI,No,No,No,SELECCIONADO,LEJOS,0,1,MATEMATICAS,18,20
2018,TALCA,FACULTAD DE ECONOMIA Y NEGOCIOS,INGENIERIA COMERCIAL,TALCA,TALCA,TALCA,REGION DEL MAULE,ANOS ANTERIORES,1,MUNICIPAL,CIENTIFICO HUMANISTA,51,NINGUNO PROFESIONAL,HOMBRE,CUREPTO,7,1,628,656,661,SI,SI,Si,No,No,SELECCIONADO,CERCA,0,1,MATEMATICAS,17,19
2018,TALCA,FACULTAD DE ECONOMIA Y NEGOCIOS,INGENIERIA COMERCIAL,CURICO,CURICO,CURICO,REGION DEL MAULE,ANOS ANTERIORES,1,PARTICULAR SUBVENCIONADO,TECNICO PROFESIONAL,76,NINGUNO PROFESIONAL,MUJER,CURICO,7,1,620,556,688,SI,SI,No,No,No,SELECCIONADO,LEJOS,0,0,LENGUAJE,18,20
2018,TALCA,FACULTAD DE ECONOMIA Y NEGOCIOS,INGENIERIA COMERCIAL,CURICO,SAGRADA FAMILIA,CURICO,REGION DEL MAULE,ANOS ANTERIORES,1,PARTICULAR SUBVENCIONADO,CIENTIFICO HUMANISTA,43,NINGUNO PROFESIONAL,MUJER,CURICO,7,1,612,614,708,SI,SI,Si,No,No,SELECCIONADO,LEJOS,0,1,MATEMATICAS,18,20
2018,TALCA,FACULTAD DE ECONOMIA Y NEGOCIOS,INGENIERIA COMERCIAL,CURICO,SAGRADA FAMILIA,CURICO,REGION DEL MAULE,ANOS ANTERIORES,3,PARTICULAR SUBVENCIONADO,CIENTIFICO HUMANISTA,117,NINGUNO PROFESIONAL,MUJER,CURICO,7,0,566,564,631,SI,SI,No,No,No,SELECCIONADO,LEJOS,0,1,LENGUAJE,18,20
2018,TALCA,FACULTAD DE ECONOMIA Y NEGOCIOS,INGENIERIA COMERCIAL,TALCA,TALCA,TALCA,REGION DEL MAULE,ANOS ANTERIORES,1,PARTICULAR SUBVENCIONADO,CIENTIFICO HUMANISTA,149,NINGUNO PROFESIONAL,HOMBRE,TALCA,7,0,523,676,528,SI,NO,No,No,No,LISTA DE ESPERA,CERCA,0,0,MATEMATICAS,18,20
2018,TALCA,FACULTAD DE ECONOMIA Y NEGOCIOS,INGENIERIA COMERCIAL,TALCA,TALCA,TALCA,REGION DEL MAULE,ANOS ANTERIORES,3,MUNICIPAL,TECNICO PROFESIONAL,130,NINGUNO PROFESIONAL,MUJER,TALCA,7,1,530,536,637,SI,SI,No,No,No,SELECCIONADO,CERCA,0,1,CIENCIAS,17,19
2018,TALCA,FACULTAD DE ECONOMIA Y NEGOCIOS,INGENIERIA COMERCIAL,TALCA,TALCA,TALCA,REGION DEL MAULE,ANOS ANTERIORES,1,PARTICULAR SUBVENCIONADO,CIENTIFICO HUMANISTA,70,NINGUNO PROFESIONAL,MUJER,TALCA,7,1,604,656,657,SI,NO,No,No,No,SELECCIONADO,CERCA,0,1,MATEMATICAS,17,19
2018,TALCA,FACULTAD DE ECONOMIA Y NEGOCIOS,INGENIERIA COMERCIAL,CURICO,SAGRADA FAMILIA,CURICO,REGION DEL MAULE,ANOS ANTERIORES,1,MUNICIPAL,CIENTIFICO HUMANISTA,74,ALGUNO PROFESIONAL,HOMBRE,CURICO,7,1,660,616,651,SI,SI,No,No,No,SELECCIONADO,LEJOS,0,1,LENGUAJE,18,20
2018,TALCA,FACULTAD DE ECONOMIA Y NEGOCIOS,INGENIERIA COMERCIAL,CURICO,TENO,CURICO,REGION DEL MAULE,ANOS ANTERIORES,3,PARTICULAR SUBVENCIONADO,CIENTIFICO HUMANISTA,92,NINGUNO PROFESIONAL,MUJER,CURICO,7,1,637,676,579,NO,NO,No,No,No,SELECCIONADO,LEJOS,0,0,MATEMATICAS,18,20
2018,TALCA,FACULTAD DE ECONOMIA Y NEGOCIOS,INGENIERIA COMERCIAL,LINARES,SAN JAVIER,CAUQUENES,REGION DEL MAULE,ANOS ANTERIORES,1,PARTICULAR SUBVENCIONADO,CIENTIFICO HUMANISTA,4,ALGUNO PROFESIONAL,HOMBRE,SAN JAVIER,7,1,612,747,702,NO,NO,Si,No,No,SELECCIONADO,LEJOS,0,1,HISTORIA,18,20
2018,TALCA,FACULTAD DE ECONOMIA Y NEGOCIOS,INGENIERIA COMERCIAL,TALCA,TALCA,TALCA,REGION DEL MAULE,ANOS ANTERIORES,1,PARTICULAR SUBVENCIONADO,CIENTIFICO HUMANISTA,44,NINGUNO PROFESIONAL,HOMBRE,TALCA,7,1,650,651,661,NO,NO,Si,No,No,SELECCIONADO,CERCA,0,1,MATEMATICAS,18,20
2018,TALCA,FACULTAD DE ECONOMIA Y NEGOCIOS,INGENIERIA COMERCIAL,TALCA,SAN CLEMENTE,TALCA,REGION DEL MAULE,ANOS ANTERIORES,1,MUNICIPAL,CIENTIFICO HUMANISTA,174,NINGUNO PROFESIONAL,HOMBRE,TALCA,7,1,563,562,554,NO,NO,Si,No,No,LISTA DE ESPERA,CERCA,1,0,HISTORIA,18,20
2018,TALCA,FACULTAD DE ECONOMIA Y NEGOCIOS,INGENIERIA COMERCIAL,TALCA,TALCA,TALCA,REGION DEL MAULE,ANOS ANTERIORES,1,MUNICIPAL,CIENTIFICO HUMANISTA,62,NINGUNO PROFESIONAL,HOMBRE,TALCA,7,1,530,631,661,SI,NO,No,No,No,SELECCIONADO,CERCA,0,1,HISTORIA,18,20
2018,TALCA,FACULTAD DE ECONOMIA Y NEGOCIOS,INGENIERIA COMERCIAL,TALCA,TALCA,TALCA,REGION DEL MAULE,ANOS ANTERIORES,1,PARTICULAR SUBVENCIONADO,CIENTIFICO HUMANISTA,135,ALGUNO PROFESIONAL,HOMBRE,MAULE,7,0,628,627,544,NO,NO,No,No,No,SELECCIONADO,CERCA,0,0,HISTORIA,18,20
2018,TALCA,FACULTAD DE ECONOMIA Y NEGOCIOS,INGENIERIA COMERCIAL,CAUQUENES,CAUQUENES,LINARES,REGION DEL MAULE,ANOS ANTERIORES,1,PARTICULAR SUBVENCIONADO,CIENTIFICO HUMANISTA,103,NINGUNO PROFESIONAL,HOMBRE,CAUQUENES,7,1,558,575,631,NO,NO,No,No,No,SELECCIONADO,LEJOS,0,1,HISTORIA,17,19
2018,TALCA,FACULTAD DE ECONOMIA Y NEGOCIOS,INGENIERIA COMERCIAL,PICHILEMU,PAREDONES,CARDENAL CARO,REGION DEL LIBERTADOR BERNARDO OHIGGINS,ANOS ANTERIORES,1,MUNICIPAL,CIENTIFICO HUMANISTA,53,NINGUNO PROFESIONAL,MUJER,SANTA CRUZ,6,0,571,550,723,SI,NO,No,No,No,SELECCIONADO,LEJOS,0,0,LENGUAJE,17,19
2018,TALCA,FACULTAD DE ECONOMIA Y NEGOCIOS,INGENIERIA COMERCIAL,CURICO,CURICO,CURICO,REGION DEL MAULE,ANOS ANTERIORES,1,MUNICIPAL,CIENTIFICO HUMANISTA,55,NINGUNO PROFESIONAL,HOMBRE,CURICO,7,1,650,638,667,NO,NO,No,No,No,SELECCIONADO,LEJOS,0,1,LENGUAJE,17,19
2018,TALCA,FACULTAD DE ECONOMIA Y NEGOCIOS,INGENIERIA COMERCIAL,PARRAL,PARRAL,CAUQUENES,REGION DEL MAULE,ANOS ANTERIORES,1,PARTICULAR SUBVENCIONADO,CIENTIFICO HUMANISTA,65,NINGUNO PROFESIONAL,HOMBRE,PARRAL,7,0,604,623,641,SI,SI,No,No,No,SELECCIONADO,LEJOS,0,1,HISTORIA,17,19
2018,TALCA,FACULTAD DE ECONOMIA Y NEGOCIOS,INGENIERIA EN INFORMATICA EMPRESARIAL,LINARES,LINARES,CAUQUENES,REGION DEL MAULE,ANOS ANTERIORES,1,PARTICULAR SUBVENCIONADO,CIENTIFICO HUMANISTA,20,NINGUNO PROFESIONAL,HOMBRE,LINARES,7,1,573,570,579,SI,SI,Si,No,No,SELECCIONADO,LEJOS,0,0,HISTORIA,19,21
2018,TALCA,FACULTAD DE ECONOMIA Y NEGOCIOS,INGENIERIA EN INFORMATICA EMPRESARIAL,SAN FERNANDO,NANCAGUA,CARDENAL CARO,REGION DEL LIBERTADOR BERNARDO OHIGGINS,ANOS ANTERIORES,1,PARTICULAR SUBVENCIONADO,CIENTIFICO HUMANISTA,13,ALGUNO PROFESIONAL,HOMBRE,SANTA CRUZ,6,1,612,703,616,SI,SI,No,No,No,SELECCIONADO,LEJOS,0,1,MATEMATICAS,18,20
2018,TALCA,FACULTAD DE ECONOMIA Y NEGOCIOS,INGENIERIA EN INFORMATICA EMPRESARIAL,SAN FERNANDO,SAN FERNANDO,CARDENAL CARO,REGION DEL LIBERTADOR BERNARDO OHIGGINS,ANOS ANTERIORES,2,PARTICULAR SUBVENCIONADO,CIENTIFICO HUMANISTA,28,NINGUNO PROFESIONAL,HOMBRE,SAN FERNANDO,6,1,663,575,538,NO,NO,No,No,No,SELECCIONADO,LEJOS,1,1,LENGUAJE,18,20
2018,TALCA,FACULTAD DE ECONOMIA Y NEGOCIOS,INGENIERIA EN INFORMATICA EMPRESARIAL,TALCA,SAN CLEMENTE,TALCA,REGION DEL MAULE,ANOS ANTERIORES,1,MUNICIPAL,CIENTIFICO HUMANISTA,18,NINGUNO PROFESIONAL,HOMBRE,TALCA,7,1,620,586,575,SI,SI,No,No,No,SELECCIONADO,CERCA,0,0,HISTORIA,18,20
2018,TALCA,FACULTAD DE ECONOMIA Y NEGOCIOS,INGENIERIA EN INFORMATICA EMPRESARIAL,TALCA,MAULE,TALCA,REGION DEL MAULE,ANOS ANTERIORES,1,MUNICIPAL,CIENTIFICO HUMANISTA,47,NINGUNO PROFESIONAL,HOMBRE,TALCA,7,0,466,544,548,NO,NO,No,No,No,SELECCIONADO,CERCA,1,1,MATEMATICAS,17,19
2018,TALCA,FACULTAD DE ECONOMIA Y NEGOCIOS,INGENIERIA EN INFORMATICA EMPRESARIAL,TALCA,TALCA,TALCA,REGION DEL MAULE,ANOS ANTERIORES,1,PARTICULAR PAGADO,CIENTIFICO HUMANISTA,52,AMBOS PROFESIONALES,HOMBRE,TALCA,7,1,630,482,523,NO,NO,Si,No,No,SELECCIONADO,CERCA,1,0,LENGUAJE,17,19
2018,TALCA,FACULTAD DE ECONOMIA Y NEGOCIOS,INGENIERIA EN INFORMATICA EMPRESARIAL,RANCAGUA,PICHIDEGUA,CACHAPOAL,REGION DEL LIBERTADOR BERNARDO OHIGGINS,ANOS ANTERIORES,4,MUNICIPAL,TECNICO PROFESIONAL,30,NINGUNO PROFESIONAL,MUJER,SANTA CRUZ,6,1,544,481,611,SI,SI,No,No,No,SELECCIONADO,LEJOS,0,0,HISTORIA,18,20
2018,TALCA,FACULTAD DE ECONOMIA Y NEGOCIOS,INGENIERIA EN INFORMATICA EMPRESARIAL,RANCAGUA,MACHALI,CACHAPOAL,REGION DEL LIBERTADOR BERNARDO OHIGGINS,ANOS ANTERIORES,1,PARTICULAR SUBVENCIONADO,CIENTIFICO HUMANISTA,10,NINGUNO PROFESIONAL,HOMBRE,MACHALI,6,1,551,596,651,SI,SI,No,No,No,SELECCIONADO,LEJOS,0,0,HISTORIA,17,19
2018,TALCA,FACULTAD DE ECONOMIA Y NEGOCIOS,INGENIERIA EN INFORMATICA EMPRESARIAL,TALCA,MAULE,TALCA,REGION DEL MAULE,ANOS ANTERIORES,1,MUNICIPAL,CIENTIFICO HUMANISTA,24,NINGUNO PROFESIONAL,MUJER,TALCA,7,0,481,605,605,SI,SI,No,No,No,SELECCIONADO,CERCA,0,1,MATEMATICAS,18,20
2018,TALCA,FACULTAD DE ECONOMIA Y NEGOCIOS,INGENIERIA EN INFORMATICA EMPRESARIAL,TALCA,TALCA,TALCA,REGION DEL MAULE,ANOS ANTERIORES,3,MUNICIPAL,TECNICO PROFESIONAL,37,NINGUNO PROFESIONAL,MUJER,TALCA,7,0,604,518,570,NO,NO,No,Si,No,SELECCIONADO,CERCA,0,1,LENGUAJE,18,20
2018,TALCA,FACULTAD DE INGENIERIA,INGENIERIA CIVIL EN BIOINFORMATICA,TALCA,TALCA,TALCA,REGION DEL MAULE,ANOS ANTERIORES,1,PARTICULAR SUBVENCIONADO,CIENTIFICO HUMANISTA,25,ALGUNO PROFESIONAL,HOMBRE,QUILICURA,13,1,551,596,544,SI,SI,No,No,No,SELECCIONADO,CERCA,0,0,MATEMATICAS,18,20
2018,TALCA,FACULTAD DE INGENIERIA,INGENIERIA CIVIL EN BIOINFORMATICA,TALCA,MAULE,TALCA,REGION DEL MAULE,ANOS ANTERIORES,1,PARTICULAR SUBVENCIONADO,CIENTIFICO HUMANISTA,3,NINGUNO PROFESIONAL,MUJER,MAULE,7,0,620,660,719,SI,SI,No,No,No,SELECCIONADO,CERCA,0,0,CIENCIAS,18,20
2018,TALCA,FACULTAD DE INGENIERIA,INGENIERIA CIVIL EN BIOINFORMATICA,TALCA,TALCA,TALCA,REGION DEL MAULE,ANOS ANTERIORES,1,PARTICULAR PAGADO,CIENTIFICO HUMANISTA,1,NINGUNO PROFESIONAL,HOMBRE,TALCA,7,1,639,725,770,NO,NO,Si,No,No,SELECCIONADO,CERCA,1,0,MATEMATICAS,18,20
2018,TALCA,FACULTAD DE INGENIERIA,INGENIERIA CIVIL EN BIOINFORMATICA,TALCA,TALCA,TALCA,REGION DEL MAULE,ANOS ANTERIORES,1,MUNICIPAL,CIENTIFICO HUMANISTA,24,NINGUNO PROFESIONAL,MUJER,TALCA,7,0,496,527,620,NO,NO,No,No,No,SELECCIONADO,CERCA,0,0,CIENCIAS,18,20
2018,TALCA,FACULTAD DE INGENIERIA,INGENIERIA CIVIL EN BIOINFORMATICA,TALCA,MAULE,TALCA,REGION DEL MAULE,ANOS ANTERIORES,1,MUNICIPAL,CIENTIFICO HUMANISTA,20,NINGUNO PROFESIONAL,MUJER,TALCA,7,0,523,570,631,SI,SI,No,No,No,SELECCIONADO,CERCA,0,0,MATEMATICAS,17,19
2018,TALCA,FACULTAD DE INGENIERIA,INGENIERIA EN DESARROLLO DE VIDEOJUEGOS Y REALIDAD VIRTUAL,TALCA,TALCA,TALCA,REGION DEL MAULE,ANOS ANTERIORES,2,PARTICULAR SUBVENCIONADO,TECNICO PROFESIONAL,53,NINGUNO PROFESIONAL,HOMBRE,TALCA,7,1,537,536,576,NO,NO,No,No,No,LISTA DE ESPERA,CERCA,1,0,LENGUAJE,18,20
2018,TALCA,FACULTAD DE INGENIERIA,INGENIERIA EN DESARROLLO DE VIDEOJUEGOS Y REALIDAD VIRTUAL,LINARES,LINARES,CAUQUENES,REGION DEL MAULE,ANOS ANTERIORES,1,PARTICULAR SUBVENCIONADO,CIENTIFICO HUMANISTA,10,NINGUNO PROFESIONAL,MUJER,LINARES,7,1,639,634,661,NO,NO,No,No,No,SELECCIONADO,LEJOS,0,0,LENGUAJE,18,20
2018,TALCA,FACULTAD DE INGENIERIA,INGENIERIA EN DESARROLLO DE VIDEOJUEGOS Y REALIDAD VIRTUAL,TALCA,TALCA,TALCA,REGION DEL MAULE,ANOS ANTERIORES,1,PARTICULAR SUBVENCIONADO,CIENTIFICO HUMANISTA,33,NINGUNO PROFESIONAL,HOMBRE,TALCA,7,1,573,495,622,SI,SI,No,No,No,SELECCIONADO,CERCA,0,1,CIENCIAS,18,20
2018,TALCA,FACULTAD DE INGENIERIA,INGENIERIA EN DESARROLLO DE VIDEOJUEGOS Y REALIDAD VIRTUAL,TALCA,TALCA,TALCA,REGION DEL MAULE,ANOS ANTERIORES,1,PARTICULAR SUBVENCIONADO,CIENTIFICO HUMANISTA,5,NINGUNO PROFESIONAL,HOMBRE,TALCA,7,1,637,596,702,SI,NO,No,No,Si,SELECCIONADO,CERCA,0,0,LENGUAJE,18,20
